NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'V798 ','663  ','Screening and history of mental health an',"SCREEN FOR MENTAL DISORDER/ NOT ELSEWHERE CLASSI",' ',' '
'V799 ','663  ','Screening and history of mental health an',"SCREEN FOR MENTAL DISORDER/ NOT OTHERWISE SPECIF",' ',' '
'29389','670  ','Miscellaneous mental health disorders',"TRANSIENT ORG MENTAL NEC",' ',' '
'2939 ','670  ','Miscellaneous mental health disorders',"TRANSIENT ORG MENTAL NOS",' ',' '
'30011','670  ','Miscellaneous mental health disorders',"CONVERSION DISORDER",' ',' '
'30012','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC AMNESIA",' ',' '
'30013','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC FUGUE",' ',' '
'30014','670  ','Miscellaneous mental health disorders',"MULTIPLE PERSONALITY",' ',' '
'30015','670  ','Miscellaneous mental health disorders',"DISSOCIATIVE REACT NOS",' ',' '
'30016','670  ','Miscellaneous mental health disorders',"FACTITIOUS ILL W SYMPTOM",' ',' '
'30019','670  ','Miscellaneous mental health disorders',"FACTITIOUS ILL NECNOS",' ',' '
'3006 ','670  ','Miscellaneous mental health disorders',"DEPERSONALIZATION SYND",' ',' '
'3007 ','670  ','Miscellaneous mental health disorders',"HYPOCHONDRIASIS",' ',' '
'30081','670  ','Miscellaneous mental health disorders',"SOMATIZATION DISORDER",' ',' '
'30082','670  ','Miscellaneous mental health disorders',"SOMATOFORM DIS NOS OCT96--",' ',' '
'3021 ','670  ','Miscellaneous mental health disorders',"ZOOPHILIA",' ',' '
'3022 ','670  ','Miscellaneous mental health disorders',"PEDOPHILIA",' ',' '
'3023 ','670  ','Miscellaneous mental health disorders',"TRANSVESTISM",' ',' '
'3024 ','670  ','Miscellaneous mental health disorders',"EXHIBITIONISM",' ',' '
'30250','670  ','Miscellaneous mental health disorders',"TRANS-SEXUALISM NOS",' ',' '
'30251','670  ','Miscellaneous mental health disorders',"TRANS-SEXUALISM/ ASEXUAL",' ',' '
'30252','670  ','Miscellaneous mental health disorders',"TRANS-SEXUAL/ HOMOSEXUAL",' ',' '
'30253','670  ','Miscellaneous mental health disorders',"TRANS-SEX/ HETEROSEXUAL",' ',' '
'3026 ','670  ','Miscellaneous mental health disorders',"PSYCHOSEX IDENTITY DIS",' ',' '
'30270','670  ','Miscellaneous mental health disorders',"PSYCHOSEXUAL DYSFUNC NOS",' ',' '
'30271','670  ','Miscellaneous mental health disorders',"INHIBITED SEXUAL DESIRE",' ',' '
'30272','670  ','Miscellaneous mental health disorders',"INHIBITED SEX EXCITEMENT",' ',' '
'30273','670  ','Miscellaneous mental health disorders',"INHIBITED FEMALE ORGASM",' ',' '
'30274','670  ','Miscellaneous mental health disorders',"INHIBITED MALE ORGASM",' ',' '
'30275','670  ','Miscellaneous mental health disorders',"PREMATURE EJACULATION",' ',' '
'30276','670  ','Miscellaneous mental health disorders',"FUNCTIONAL DYSPAREUNIA",' ',' '
'30279','670  ','Miscellaneous mental health disorders',"PSYCHOSEXUAL DYSFUNC NEC",' ',' '
'30281','670  ','Miscellaneous mental health disorders',"FETISHISM",' ',' '
'30282','670  ','Miscellaneous mental health disorders',"VOYEURISM",' ',' '
'30283','670  ','Miscellaneous mental health disorders',"SEXUAL MASOCHISM",' ',' '
'30284','670  ','Miscellaneous mental health disorders',"SEXUAL SADISM",' ',' '
'30285','670  ','Miscellaneous mental health disorders',"GENDER IDENT DIS/ ADULT",' ',' '
'30289','670  ','Miscellaneous mental health disorders',"PSYCHOSEXUAL DIS NEC",' ',' '
'3029 ','670  ','Miscellaneous mental health disorders',"PSYCHOSEXUAL DIS NOS",' ',' '
'3060 ','670  ','Miscellaneous mental health disorders',"PSYCHOGEN MUSCULSKEL DIS",' ',' '
'3061 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC RESPIR DIS",' ',' '
'3062 ','670  ','Miscellaneous mental health disorders',"PSYCHOGEN CARDIOVASC DIS",' ',' '
'3063 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC SKIN DISEASE",' ',' '
'3064 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC GI DISEASE",' ',' '
'30650','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC GU DIS NOS",' ',' '
'30651','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC VAGINISMUS",' ',' '
'30652','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC DYSMENORRHEA",' ',' '
'30653','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC DYSURIA",' ',' '
'30659','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC GU DIS NEC",' ',' '
'3066 ','670  ','Miscellaneous mental health disorders',"PSYCHOGEN ENDOCRINE DIS",' ',' '
'3067 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC SENSORY DIS",' ',' '
'3068 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC DISORDER NEC",' ',' '
'3069 ','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC DISORDER NOS",' ',' '
'3071 ','670  ','Miscellaneous mental health disorders',"ANOREXIA NERVOSA",' ',' '
'30740','670  ','Miscellaneous mental health disorders',"NONORGANIC SLEEP DIS NOS",' ',' '
'30741','670  ','Miscellaneous mental health disorders',"TRANSIENT INSOMNIA",' ',' '
'30742','670  ','Miscellaneous mental health disorders',"PERSISTENT INSOMNIA",' ',' '
'30743','670  ','Miscellaneous mental health disorders',"TRANSIENT HYPERSOMNIA",' ',' '
'30744','670  ','Miscellaneous mental health disorders',"PERSISTENT HYPERSOMNIA",' ',' '
'30745','670  ','Miscellaneous mental health disorders',"DISRUPT SLEEP-WAKE CYCLE",' ',' '
'30746','670  ','Miscellaneous mental health disorders',"SOMNAMBULISMNGHT TERROR",' ',' '
'30747','670  ','Miscellaneous mental health disorders',"SLEEP STAGE DYSFUNC NEC",' ',' '
'30748','670  ','Miscellaneous mental health disorders',"REPETIT SLEEP INTRUSION",' ',' '
'30749','670  ','Miscellaneous mental health disorders',"NONORGANIC SLEEP DIS NEC",' ',' '
'30750','670  ','Miscellaneous mental health disorders',"EATING DISORDER NOS",' ',' '
'30751','670  ','Miscellaneous mental health disorders',"BULIMIA",' ',' '
'30752','670  ','Miscellaneous mental health disorders',"PICA",' ',' '
'30753','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC RUMINATION",' ',' '
'30754','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC VOMITING",' ',' '
'30759','670  ','Miscellaneous mental health disorders',"EATING DISORDER NEC",' ',' '
'30780','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC PAIN NOS",' ',' '
'30781','670  ','Miscellaneous mental health disorders',"TENSION HEADACHE",' ',' '
'30789','670  ','Miscellaneous mental health disorders',"PSYCHOGENIC PAIN NEC",' ',' '
'3101 ','670  ','Miscellaneous mental health disorders',"ORGANIC PERSONALITY SYND",' ',' '
'316  ','670  ','Miscellaneous mental health disorders',"PSYCHIC FACTOR W OTH DIS",' ',' '
'64840','670  ','Miscellaneous mental health disorders',"MENTAL DISORDERS IN PREGNANCY UNSPECIFIED",' ',' '
'64841','670  ','Miscellaneous mental health disorders',"MENTAL DISORDERS IN PREGNANCY DELIVERED/ ANTEP",' ',' '
'64842','670  ','Miscellaneous mental health disorders',"MENTAL DISORDERS IN PREGNANCY DELIVERED/ POSTP",' ',' '
'64843','670  ','Miscellaneous mental health disorders',"MENTAL DISORDERS IN PREGNANCY ANTEPARTUM",' ',' '
'64844','670  ','Miscellaneous mental health disorders',"MENTAL DISORDERS IN PREGNANCY POSTPARTUM",' ',' '
'V402 ','670  ','Miscellaneous mental health disorders',"OTHER MENTAL PROBLEMS",' ',' '
'V403 ','670  ','Miscellaneous mental health disorders',"OTHER BEHAVIORAL PROBLEMS (end 2011)",' ',' '
'V4031','670  ','Miscellaneous mental health disorders',"Wandering-dis elsewhere (Begin 2011)",' ',' '
'V4039','670  ','Miscellaneous mental health disorders',"Oth spc behavior problem (Begin 2011)",' ',' '
'V409 ','670  ','Miscellaneous mental health disorders',"UNSPEC MENTAL BEHAV PROBLEMS",' ',' '
'V673 ','670  ','Miscellaneous mental health disorders',"F-U EXAM AFTER MENTAL RX",' ',' '
'E9200','2601 ','E Codes: Cut/pierce',"ACC-POWERED LAWN MOWER",' ',' '
'E9201','2601 ','E Codes: Cut/pierce',"ACC-POWER HAND TOOL NEC",' ',' '
'E9202','2601 ','E Codes: Cut/pierce',"ACC-POWER HOUSE APPLIANC",' ',' '
'E9203','2601 ','E Codes: Cut/pierce',"KNIFE/SWORD/DAGGER ACC",' ',' '
'E9204','2601 ','E Codes: Cut/pierce',"ACCID-OTHER HAND TOOLS",' ',' '
'E9205','2601 ','E Codes: Cut/pierce',"ACC-HYPODERMIC NEEDLE (Begin 1995)",' ',' '
'E9208','2601 ','E Codes: Cut/pierce',"ACC-CUTTING INSTRUM NEC",' ',' '
'E9209','2601 ','E Codes: Cut/pierce',"ACC-CUTTING INSTRUM NOS",' ',' '
'E966 ','2601 ','E Codes: Cut/pierce',"ASSAULT-CUTTING INSTR",' ',' '
'E974 ','2601 ','E Codes: Cut/pierce',"LEGAL INTERVEN-CUT INSTR",' ',' '
'E986 ','2601 ','E Codes: Cut/pierce',"UNDET CIRC-CUT INSTRUMNT",' ',' '
'E8300','2602 ','E Codes: Drowning/submersion',"BOAT ACC W SUBMERS-UNPOW",' ',' '
'E8301','2602 ','E Codes: Drowning/submersion',"BOAT ACC W SUBMERS-POWER",' ',' '
'E8302','2602 ','E Codes: Drowning/submersion',"BOAT ACC W SUBMERS-CREW",' ',' '
'E8303','2602 ','E Codes: Drowning/submersion',"BOAT ACC W SUBMERS-PSGR",' ',' '
'E8304','2602 ','E Codes: Drowning/submersion',"BOAT SUBMERS-WATER SKIER",' ',' '
'E8305','2602 ','E Codes: Drowning/submersion',"BOAT SUBMERS-SWIMMER",' ',' '
'E8306','2602 ','E Codes: Drowning/submersion',"BOAT SUBMERS-DOCKERS",' ',' '
'E8307','2602 ','E Codes: Drowning/submersion',"Boat submers-military (Begin 2009)",' ',' '
'E8308','2602 ','E Codes: Drowning/submersion',"BOAT SUBMERS-PERS NEC",' ',' '
'E8309','2602 ','E Codes: Drowning/submersion',"BOAT SUBMERS-PERS NOS",' ',' '
'E8317','2602 ','E Codes: Drowning/submersion',"Boat acc inj NEC-militry (Begin 2009)",' ',' '
'E8320','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-UNPOW BOAT",' ',' '
'E8321','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-POWER BOAT",' ',' '
'E8322','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-CREW",' ',' '
'E8323','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-PASSENGER",' ',' '
'E8324','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-WATER SKIER",' ',' '
'E8325','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-SWIMMER",' ',' '
'E8326','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-DOCKER",' ',' '
'E8327','2602 ','E Codes: Drowning/submersion',"Submersion NEC-military (Begin 2009)",' ',' '
'E8328','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-PERSON NEC",' ',' '
'E8329','2602 ','E Codes: Drowning/submersion',"SUBMERS NEC-PERSON NOS",' ',' '
'E9100','2602 ','E Codes: Drowning/submersion',"WATER-SKIING ACCIDENT",' ',' '
'E9101','2602 ','E Codes: Drowning/submersion',"SKIN/SCUBA DIVING ACC",' ',' '
'E9102','2602 ','E Codes: Drowning/submersion',"SWIMMING ACCIDENT NOS",' ',' '
'E9103','2602 ','E Codes: Drowning/submersion',"SWIMMING/DIVING ACC NEC",' ',' '
'E9104','2602 ','E Codes: Drowning/submersion',"DROWNING IN BATHTUB",' ',' '
'E9108','2602 ','E Codes: Drowning/submersion',"ACCIDENTAL DROWNING NEC",' ',' '
'E9109','2602 ','E Codes: Drowning/submersion',"ACCIDENTAL DROWNING NOS",' ',' '
'E964 ','2602 ','E Codes: Drowning/submersion',"ASSAULT-SUBMERSION",' ',' '
'E984 ','2602 ','E Codes: Drowning/submersion',"UNDETERM CIRC-SUBMERSION",' ',' '
'E8800','2603 ','E Codes: Fall',"FALL ON ESCALATOR",' ',' '
'E8801','2603 ','E Codes: Fall',"FALL ON SIDEWALK CURB (Begin 1995)",' ',' '
'E8809','2603 ','E Codes: Fall',"FALL ON STAIR/STEP NEC",' ',' '
'E8810','2603 ','E Codes: Fall',"FALL FROM LADDER",' ',' '
'E8811','2603 ','E Codes: Fall',"FALL FROM SCAFFOLDING",' ',' '
'E882 ','2603 ','E Codes: Fall',"FALL FROM BUILDING",' ',' '
'E8830','2603 ','E Codes: Fall',"DIVING ACCIDENT",' ',' '
'E8831','2603 ','E Codes: Fall',"FALL INTO WELL",' ',' '
'E8832','2603 ','E Codes: Fall',"FALL INTO STORM DRAIN",' ',' '
'E8839','2603 ','E Codes: Fall',"FALL INTO OTHER HOLE",' ',' '
'E8840','2603 ','E Codes: Fall',"FALL FROM PLAYGRND EQUIP",' ',' '
'E8841','2603 ','E Codes: Fall',"FALL FROM CLIFF",' ',' '
'E8842','2603 ','E Codes: Fall',"FALL FROM CHAIR",' ',' '
'E8843','2603 ','E Codes: Fall',"FALL FROM WHEELCHAIR (Begin 1995)",' ',' '
'E8844','2603 ','E Codes: Fall',"FALL FROM BED (Begin 1995)",' ',' '
'E8845','2603 ','E Codes: Fall',"FALL FROM FURNITURE NEC (Begin 1995)",' ',' '
'E8846','2603 ','E Codes: Fall',"FALL FROM COMMODE (Begin 1995)",' ',' '
'E8849','2603 ','E Codes: Fall',"FALL-1 LEVEL TO OTH NEC",' ',' '
'E885 ','2603 ','E Codes: Fall',"FALL SLIP TRIP (End 2000)",' ',' '
'E8850','2603 ','E Codes: Fall',"FALL-NONMOTOR SCOOTER (Begin 2002)",' ',' '
'E8851','2603 ','E Codes: Fall',"FALL FROM ROLLER SKATES (Begin 2000)",' ',' '
'E8852','2603 ','E Codes: Fall',"FALL FROM SKATEBOARD (Begin 2000)",' ',' '
'E8853','2603 ','E Codes: Fall',"FALL FROM SKIS (Begin 2000)",' ',' '
'E8854','2603 ','E Codes: Fall',"FALL FROM SNOWBOARD (Begin 2000)",' ',' '
'E8859','2603 ','E Codes: Fall',"FALL FROM SLIPPING NEC (Begin 2000)",' ',' '
'E8860','2603 ','E Codes: Fall',"FALL IN SPORTS",' ',' '
'E8869','2603 ','E Codes: Fall',"FALL ON LEVEL NEC/NOS",' ',' '
'E888 ','2603 ','E Codes: Fall',"FALL NOS (End 2001)",' ',' '
'E8880','2603 ','E Codes: Fall',"FALL STRIKING SHARP OBJ (Begin 2001)",' ',' '
'E8881','2603 ','E Codes: Fall',"FALL STRIKING OBJECT NEC (Begin 2001)",' ',' '
'E8888','2603 ','E Codes: Fall',"FALL NEC (Begin 2001)",' ',' '
'E8889','2603 ','E Codes: Fall',"FALL NOS (Begin 2001)",' ',' '
'E9681','2603 ','E Codes: Fall',"ASSLT-PUSH FROM HI PLACE",' ',' '
'E9870','2603 ','E Codes: Fall',"UNDET CIRC-FALL RESIDENC",' ',' '
'E9871','2603 ','E Codes: Fall',"UNDET FALL STRUCTURE NEC",' ',' '
'E9872','2603 ','E Codes: Fall',"UNDET FALL NATURAL SITE",' ',' '
'E9879','2603 ','E Codes: Fall',"UNDET CIRC-FALL SITE NOS",' ',' '
'E8900','2604 ','E Codes: Fire/burn',"PRIVAT DWELL FIRE-EXPLOS",' ',' '
'E8901','2604 ','E Codes: Fire/burn',"PRIV DWEL FIRE-PVC FUMES",' ',' '
'E8902','2604 ','E Codes: Fire/burn',"PRIV DWEL FIRE-FUMES NOS",' ',' '
'E8903','2604 ','E Codes: Fire/burn',"PRIV DWEL FIRE-BURNING",' ',' '
'E8908','2604 ','E Codes: Fire/burn',"PRIV DWEL FIRE-ACCID NEC",' ',' '
'E8909','2604 ','E Codes: Fire/burn',"PRIV DWEL FIRE-ACCID NOS",' ',' '
'E8910','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-EXPLOSION",' ',' '
'E8911','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-PVC FUMES",' ',' '
'E8912','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-FUMES NOS",' ',' '
'E8913','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-BURNING",' ',' '
'E8918','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-ACCID NEC",' ',' '
'E8919','2604 ','E Codes: Fire/burn',"FIRE IN BLDG-ACCID NOS",' ',' '
'E892 ','2604 ','E Codes: Fire/burn',"FIRE NOT IN BUILDING",' ',' '
'E8930','2604 ','E Codes: Fire/burn',"CLOTHING FIRE-PRIV DWELL",' ',' '
'E8931','2604 ','E Codes: Fire/burn',"CLOTHING FIRE-BLDG NEC",' ',' '
'E8932','2604 ','E Codes: Fire/burn',"CLOTHING FIRE NOT IN BLD",' ',' '
'E8938','2604 ','E Codes: Fire/burn',"CLOTHING FIRE NEC",' ',' '
'E8939','2604 ','E Codes: Fire/burn',"CLOTHING FIRE NOS",' ',' '
'E894 ','2604 ','E Codes: Fire/burn',"FIRE-HIGHLY INFLAM MATER",' ',' '
'E895 ','2604 ','E Codes: Fire/burn',"BURN ACC IN PRIVAT DWELL",' ',' '
'E896 ','2604 ','E Codes: Fire/burn',"BURN ACC IN BLDG NEC",' ',' '
'E897 ','2604 ','E Codes: Fire/burn',"BURN ACC NOT IN BLDG",' ',' '
'E8980','2604 ','E Codes: Fire/burn',"BURNING BEDCLOTHES",' ',' '
'E8981','2604 ','E Codes: Fire/burn',"FIRE ACCIDENT NEC",' ',' '
'E899 ','2604 ','E Codes: Fire/burn',"FIRE ACCIDENT NOS",' ',' '
'E9240','2604 ','E Codes: Fire/burn',"ACC-HOT LIQUID & STEAM",' ',' '
'E9241','2604 ','E Codes: Fire/burn',"ACCID-CAUSTIC SUBSTANCE",' ',' '
'E9242','2604 ','E Codes: Fire/burn',"ACC-HOT TAP WATER (Begin 1995)",' ',' '
'E9248','2604 ','E Codes: Fire/burn',"HOT SUBSTANCE ACCID NEC",' ',' '
'E9249','2604 ','E Codes: Fire/burn',"HOT SUBSTANCE ACCID NOS",' ',' '
'E961 ','2604 ','E Codes: Fire/burn',"ASSAULT-CORROSIV/CAUST",' ',' '
'E9680','2604 ','E Codes: Fire/burn',"ASSAULT-FIRE",' ',' '
'E9683','2604 ','E Codes: Fire/burn',"ASSAULT-HOT LIQUID",' ',' '
'E9793','2604 ','E Codes: Fire/burn',"TERRORISM; FIRES (Begin 2002)",' ',' '
'E9881','2604 ','E Codes: Fire/burn',"UNDETERM CIRC-BURN- FIRE",' ',' '
'E9882','2604 ','E Codes: Fire/burn',"UNDETERM CIRC-SCALD",' ',' '
'E9887','2604 ','E Codes: Fire/burn',"UNDET CIRC-CAUSTIC SUBST",' ',' '
'E9220','2605 ','E Codes: Firearm',"HANDGUN ACCIDENT",' ',' '
'E9221','2605 ','E Codes: Firearm',"SHOTGUN ACCIDENT",' ',' '
'E9222','2605 ','E Codes: Firearm',"HUNTING RIFLE ACCIDENT",' ',' '
'E9223','2605 ','E Codes: Firearm',"MILITARY FIREARM ACCID",' ',' '
'E9228','2605 ','E Codes: Firearm',"FIREARM ACCIDENT NEC",' ',' '
'E9229','2605 ','E Codes: Firearm',"FIREARM ACCIDENT NOS",' ',' '
'E9287','2605 ','E Codes: Firearm',"Accidnt-mech firearm/gun (Begin 2009)",' ',' '
'E9650','2605 ','E Codes: Firearm',"ASSAULT-HANDGUN",' ',' '
'E9651','2605 ','E Codes: Firearm',"ASSAULT-SHOTGUN",' ',' '
'E9652','2605 ','E Codes: Firearm',"ASSAULT-HUNTING RIFLE",' ',' '
'E9653','2605 ','E Codes: Firearm',"ASSAULT-MILITARY WEAPON",' ',' '
'E9654','2605 ','E Codes: Firearm',"ASSAULT-FIREARM NEC",' ',' '
'E970 ','2605 ','E Codes: Firearm',"LEGAL INTERVENT-FIREARM",' ',' '
'E9794','2605 ','E Codes: Firearm',"TERRORISM; FIREARMS (Begin 2002)",' ',' '
'E9850','2605 ','E Codes: Firearm',"UNDETERMIN CIRC-HANDGUN",' ',' '
'E9851','2605 ','E Codes: Firearm',"UNDETERMIN CIRC-SHOTGUN",' ',' '
'E9852','2605 ','E Codes: Firearm',"UNDET CIRC-HUNTING RIFLE",' ',' '
'E9853','2605 ','E Codes: Firearm',"UNDET CIRC-MILITARY ARMS",' ',' '
'E9854','2605 ','E Codes: Firearm',"UNDETER CIRC-FIREARM NEC",' ',' '
'E9190','2606 ','E Codes: Machinery',"MACHINE ACCID-AGRICULT",' ',' '
'E9191','2606 ','E Codes: Machinery',"MACHINE ACCID-MINING",' ',' '
'E9192','2606 ','E Codes: Machinery',"LIFTING MACHINE ACCIDENT",' ',' '
'E9193','2606 ','E Codes: Machinery',"METALWORKING MACHINE ACC",' ',' '
'E9194','2606 ','E Codes: Machinery',"WOODWORKING MACHINE ACC",' ',' '
'E9195','2606 ','E Codes: Machinery',"PRIME MOVER MACHINE ACC",' ',' '
'E9196','2606 ','E Codes: Machinery',"TRANSMISSION MACHINE ACC",' ',' '
'E9197','2606 ','E Codes: Machinery',"EARTH MOVING MACHINE ACC",' ',' '
'E9198','2606 ','E Codes: Machinery',"MACHINERY ACCIDENT NEC",' ',' '
'E9199','2606 ','E Codes: Machinery',"MACHINERY ACCIDENT NOS",' ',' '
'E8100','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-DRIVER",' ',' '
'E8101','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-PASNGR",' ',' '
'E8102','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-MOTORCYCL",' ',' '
'E8103','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-MCYCL PSGR",' ',' '
'E8104','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-ST CAR",' ',' '
'E8105','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-ANIM RID",' ',' '
'E8106','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-PED CYCL",' ',' '
'E8107','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-PEDEST",' ',' '
'E8108','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-PERS NEC",' ',' '
'E8109','2607 ','e codes: motor vehicle traffic (mvt)',"MV-TRAIN COLL-PERS NOS",' ',' '
'E8110','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT MV COLL-DRIVER",' ',' '
'E8111','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT MV COLL-PASNGR",' ',' '
'E8112','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT COLL-MOTCYCL",' ',' '
'E8113','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT COLL-MCYC PSGR",' ',' '
'E8114','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT COLL-ST CAR",' ',' '
'E8115','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT COLL-ANIM RID",' ',' '
'E8116','2607 ','e codes: motor vehicle traffic (mvt)',"REENTRANT COLL-PED CYCL",' ',' '
